track_id,name,popularity,duration_ms,artist_id,artist_name,num_artists,playlist_id,playlist_name
1X4l4i472kW5ofFP8Xo0x0,Sana - Single Version,2,277098,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5S4T2Pdr8qhetF3UhkwuMj,'Di Na Babalik,0,340262,5HIZU0JzM0AgfItVOm4E08,This Band,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,73,318814,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw - Single Version,0,288207,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5V2AX2WTOHl2FKtftvisV6,Kahit Ayaw Mo Na,0,243015,5HIZU0JzM0AgfItVOm4E08,This Band,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5nMKJJ5Rl6X1yn58aVeICO,Bulong,63,270233,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1yDiru08Q6omDOGkZMPnei,Maybe The Night,68,217197,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0gDRtumoR9ZrvAlnniToMz,Ikaw At Ako,15,269876,"['0rZRTXEmmPmx6gt92tBqIc', '4eK6vQqh6wpgldKVWm7560']","['Moira Dela Torre', 'Jason Marvin']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6GIzDc4xBUeYHwubWwTrhC,Kahit Di Mo Alam,61,282094,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5l9g7py8RCblcvbZgGQgSd,Pagtingin,70,227370,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
14BG5B1EJSCyNpZt096xXc,"Patawad, Paalam",4,323140,"['0rZRTXEmmPmx6gt92tBqIc', '7tKpXx21KVUOR6vvDs6xtg']","['Moira Dela Torre', 'I Belong to the Zoo']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6BxJLJw228OY5BFerPGl7z,Dahan,57,297500,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
7Livy729zY16jBsppfYLRW,Nang Iwan,0,367889,5HIZU0JzM0AgfItVOm4E08,This Band,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,66,267759,"['4qFxP3qN9GsnZDOkAE6x2m', '0rZRTXEmmPmx6gt92tBqIc']","['December Avenue', 'Moira Dela Torre']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4yLc803i7qcWx4V2piWPH5,Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack],55,278181,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5f9808hpiCpuNyqqdXmpF2,Buwan,71,343446,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6wdCelHrPh7UfliNjwRTUv,Leaves,71,310708,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
50hVyhZM4nvizfrQe38F3l,Hindi Na Nga,0,282442,5HIZU0JzM0AgfItVOm4E08,This Band,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5v8C6zQNQoS9i2brAIaVVU,"Hindi Tayo Pwede (from the movie ""Indak"")",0,263221,09Xydf4dlkr29dH99DmsvQ,Janine,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
02GtNoUv85fOPEaCTlpYzr,"Kapit (From ""Alone / Together"")",46,242933,7bT6URJrhJleZUfkrysELD,Armi Millare,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4fxHK6mhA9vli9NjpBSbGi,Isang Araw,3,287400,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4u8RkgV6P4TLi89SmlUtv8,Mundo,73,349713,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,56,329396,0jKQrxK2zHqxyOAyIMrUQt,SUD,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6ipu0NJW6CpYZjHnUo1xxS,Walang Hanggan,51,383703,4N7VMCvYd9Reh5bJLnRVzY,Quest,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
24bmXekGRqVFRlPYdfzyJr,Midnight Sky,0,244426,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,65,285138,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),66,343017,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
2IMODbij0lZ5CuAjZi0IDE,Sila,63,326000,0jKQrxK2zHqxyOAyIMrUQt,SUD,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
3vGkyQlCw8LklNip0ZUELC,Nobela,69,291506,70ljCILl0aVXitf3K39YvT,Join The Club,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0dJPIIlTmVM0lambbFgAYq,Eroplanong Papel,69,303880,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,68,242800,6Ww3OMFzCaO33ulKh1LBFN,Hale,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1IlSaQ2FzymQC3vwWnXSa6,Sana Bumalik,46,353941,0jKQrxK2zHqxyOAyIMrUQt,SUD,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0ztDBQdQmdVZvorSmIjMih,Tagpuan,14,260240,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6YEO7K4hwGKh7BmNxMMvkc,Oks Lang,0,336369,2U5mF0PZqGu6glnz55yY0y,John Roa,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5UhpceEr5XmbVwyoIUIRnh,Hanggang Kailan - Umuwi Ka Na Baby,2,261866,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1mTROTnvFi7uxGciL319Kb,Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version,58,342067,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0x2VgHoxUxKFbIUqQur8Fe,Sino,1,280426,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),57,254249,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6NFKf8vBApSvtzkapYmnVR,Tadhana,1,222446,3wbCeEPAW6po7J46netxMT,Up Dharma Down,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4UgtdWy4dm7vMVIupUbtMm,Huling Sayaw - Acoustic,1,260253,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
7gWKGNeHjIDUkNreiYYNdm,Oo,0,239000,3wbCeEPAW6po7J46netxMT,Up Dharma Down,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1PUWUlqe6m5HqX754lN3Bs,Mitsa (Salamat),50,265476,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4MyiyNOHtnvjVuEhs9yOl9,Hanggang Dito Na Lang,50,371386,6DiAVYfSzZi8h1fGuTD6LI,Jimmy Bondoc,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
7h4W9blGxYCkKJ3dxPZ84j,Dulo Ng Hangganan,69,328303,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
2iOnWSWcChoGmUufbrQ00e,Tagu-Taguan,11,249160,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1fXHTDYsJiFOjVWITaFp1j,Ride Home,59,326885,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
5NwgVC2bFG0JJmaljJUFGG,Kahit Sa Panaginip,33,231581,"['4qFxP3qN9GsnZDOkAE6x2m', '5PuOmp0NiyY5kU1fgccHxU']","['December Avenue', 'Khalil Ramos']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6HxGR4H7Qfe4uR68veOW3g,"Balisong (Theme Song of the Movie ""100 Tula Para Kay Stella"")",0,229034,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
7aOgo3FixklrEF0FWCgPLX,Ipagpatawad Mo,0,242453,7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,6,248760,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4e0rMS4w6Ssim4K4W11J8I,Di Na Mababawi,0,193506,1tXFYQZSAswt4JLB42lpye,Sponge Cola,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6p6DiqAPwMX7vdrSo30wgo,'Di Na Muli,0,207018,09Xydf4dlkr29dH99DmsvQ,Janine,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
04Fqdekvehn72zJ4lJbEH7,Bitaw Na,0,283616,5HIZU0JzM0AgfItVOm4E08,This Band,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6FT35oVqQZFiTPL9BLmHOH,Tayo Lang Ang May Alam,50,292473,2inqTOq06scVP6BkEyHBsp,Peryodiko,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1,303937,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
19qvp23a0iXjzS72nqOi8u,Sa'yo,63,352445,4eKq7eArL96wSQjaaMg9Ic,Munimuni,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
267RumTt5KeLBGl2KWxBL0,Dating Tayo,2,239480,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
02FaAqDWHFy7Rr8UMaaQ4E,Ligaya?,0,357055,5HIZU0JzM0AgfItVOm4E08,This Band,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0087fDVeNhuyMtST91RMjv,Kundiman,1,339053,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6KTjHpX77i9Ge395Qzo40h,Game of Questions,0,331071,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
3I2fxo7S9Z29I7xsntRCLD,Istorya,0,253401,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0DOW3LEpqYKZ3BEAdffjDW,'Di Ba Halata,3,227533,2UeuiDT17tm6ljs9D4bSMX,Agsunta,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4TEeQqtCN2Ox4Ff7rlbtYx,Sleep Tonight,62,289480,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
652CegYwXhnFnVz3SgGzTO,Ilaw Sa Daan,57,242790,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
3jAwK8aaVbzvV5mGAIDKCf,Bago Mahuli Ang Lahat,40,201146,7n1YRMg8XHJMr4S5Z8zl6d,Never The Strangers,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
4rG3h1QwgjSSWz8EIjCFrm,Araw-Araw,72,313951,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1WXs4O7mBxXglHJPwYweHq,Demonyo,70,218000,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1vzxlhQ3dujloZsqeO3Wei,Ikaw At Ako,61,287971,2zFBNsALb4M2FhKl98wcvd,Johnoy Danao,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1LconAoXORZMqI0cAlaWSD,Away From The Current,0,251402,"['0DouUeF604QbSdKYIL3xrq', '2PE8vawrO19hZwdqiovvv0']","['Keiko Necesario', 'Kim Trinidad']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1d5BAYXRfjUfv8rqYkoxs1,Right Time,0,316133,"['2zFBNsALb4M2FhKl98wcvd', '5ebPSE9YI5aLeZ1Z2gkqjn']","['Johnoy Danao', 'Clara Benin']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
761frfZtZ8I2g70UsjFfBK,I Need You More Today,0,233728,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
2E9xsudYVeGHnfrYqHFFaQ,Synesthesia (Bonus Track),0,259066,7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0A7YlP0GoJN8SyDTSpf3hX,iglap,0,167952,3BQ7MYNeB0wMPtHYPWvu1C,syd hartha,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
07JZJ9YJRaiUAz9Bv8wgwH,Mabagal,3,226727,"['5yVM85m9yNcHO6o0vaaVxW', '0rZRTXEmmPmx6gt92tBqIc']","['Daniel Padilla', 'Moira Dela Torre']",2,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
0FOYt3VRWweAWgN1relGqN,Laro,52,320573,3Hvxz2oZPYuo61ChHKcqQI,Autotelic,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,62,268486,6ZdzYE3CEgY0Umgi3Dsgv8,Michael Dutchi Libranda,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
65sEZZaxTjLMD8vNgPoMz5,Imahe,70,321817,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
3EdBq6AJ190RVcq4icTHtS,Love of My Life - Multiplex Karaoke,55,391573,6ZgBJRjJsK1iOJGKGZxEUv,South Border,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
6xQs6y6CpDqK9VKCktApEL,Hiling,63,235009,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,1,59QIXpZaBFTJvnZvn2TJzZ,HUGOT OPM
1uRwUQicwng6S44RtsANQv,Hatid,0,287624,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
6mzQgdrGGVY5eE8dmrxUKA,Itutulog Na Lang,0,285320,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
7CkuJEJMB0clk0HCBQd9rT,Hawak Bitaw,42,301854,1O2R0tcHg9FlIBXfLmagIh,LaLuna,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
0cMcFcm3YvB8o1yKkYNv0a,"Malay Mo, Tayo",0,274291,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
1GIYbHnooC5s66QG7lmXo7,Sabik,46,240869,6urxZktbtGcTIIqxQZ1d8q,Jireh Lim,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
3J0QLi8JvEz7WbF6HuhB2y,Ikaw Pa Lang,38,259959,2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1,303937,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
2pGH2MRfqXyFJtVPVBZ7Gx,Pwede Ba,66,342806,29zSTMejPhY0m7kwNQ9SPI,Lola Amour,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,62,268486,6ZdzYE3CEgY0Umgi3Dsgv8,Michael Dutchi Libranda,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
1FJygqYPxlAqgJ7Y9C1KuQ,Kabilugan Ng Buwan,0,283480,3Selnc0BwhaX4HX9781VgP,Mark Oblea,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
6D9DwqiHiMKmy2V7HvN6zs,Paalam,7,291108,"['0rZRTXEmmPmx6gt92tBqIc', '4DAcJXcjX0zlQAZAPAx4Zb']","['Moira Dela Torre', 'Ben&Ben']",2,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
0luyrm1L6gjtoLekHOf67t,Masyado Pang Maaga,61,306204,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
24ngpWhBOxKJtIPnzSNX8c,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),66,343017,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
53iJrQRbx5fqKqogfffCrA,'Di Sapat Pero Tapat,0,303786,5HIZU0JzM0AgfItVOm4E08,This Band,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
28aWA6NMjMTZGWLrJEX0UA,Hindi Tayo Pwede (Acoustic),0,318000,1YlibpAvhJBbMZMBwN1KGv,The Juans,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
3lel1ENtvzcRPziaCXYFTf,Hanggang Dito Na Lang,1,329336,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
4IHxK2ciM85xQ6eIMItv9H,Panalangin,46,303004,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
7Livy729zY16jBsppfYLRW,Nang Iwan,0,367889,5HIZU0JzM0AgfItVOm4E08,This Band,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
3yRd7Y9OVbhouw4E4TNI0t,Ikaw,37,229838,3Hvxz2oZPYuo61ChHKcqQI,Autotelic,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
507wQHSkMb1MFJfN2fjpMQ,Nobela,1,279761,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
1GE5vxN9NMPaBrD4axoD2e,Heaven Knows,40,267989,"['2IJxOGPJDJzf6lLQqa84jl', '62WbvkXqQGvXQvw74GU3kQ']","['Rick Price', 'Morissette']",2,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
77iVPjxBy9Q3GgOxVE1UUA,"Halik Sa Hangin - From ""The Killer Bride""",10,288000,1mcqfNCReSFxun2vIWvC28,KZ Tandingan,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
5Qb6FrDW7ehrglaXBgzPTE,Imposible,7,256715,"['1mcqfNCReSFxun2vIWvC28', '6ogIjp0fsbUxlqy9q2rvrT']","['KZ Tandingan', 'Shanti Dope']",2,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
0Iu5xWN9wtWHp5daIj0Mjb,'Di Lahat,0,234893,1dpv0XBdgUa5z4vzn7ahIz,Donnalyn,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
1WQceYh9WvSqkovH1mioRB,"Kapag Ako Ay Nagmahal - From ""Write About Love""",1,256000,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
7jTO2Pyavfit1JCdMVrkud,Bakas Ng Talampakan,43,246363,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
20JlaQj9irFjFb8X0SKKS7,Before It Sinks In,17,263720,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
39fNON9tzWSkuLbpGAHJnD,Connection,33,261935,0DouUeF604QbSdKYIL3xrq,Keiko Necesario,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
5iMx8KjSq2n642hM7ET0E5,Tag-Ulan,0,215515,4pmdWxcPYV8NkfuMmL7Ubu,Penelope,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
0AYXRlS10JHOXaGe4ihUKf,Sagada,0,250000,61nn6nOoLWjVC1ER2qFAvN,Cup of Joe,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,72,288189,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
58aaW6EUUZybGoSM9ozWBD,Maaari Ba,1,323188,6bVVssXSh08il9SKx18XOA,Wilbert Ross,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
6hglN7eIiym3bChVCH5E5P,Sasagipin Kita,35,266191,0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
0sNZsYY8LSCCM4tC2y0zR1,Binhi,0,216774,7uDdl5V5AETSFY7K3muu22,Arthur Nery,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
6tw7xpKrZm9vHfymxBc52E,Patawad,6,277480,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
5eQCWiTUO87l1lerhlCIzs,Umaasa,0,335624,0DpLoyGVbhOHNR3ht2oO9y,Calein,1,3aUHKvVEwxL57y49JTuaOm,Pampatulog Hugot OPM Love song
5ONZUcFHtslSBavtrUJ8p3,Tell Me,57,240666,"['31oMMIBDMM2Z1RQO7u8irE', '74ZrVPO9hBg3o6j7g0OZ6u']","['Side A', 'Jun Reyes']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
64juMW0Kj0MLIn5pbuNvKD,Set You Free,53,273493,"['31oMMIBDMM2Z1RQO7u8irE', '74ZrVPO9hBg3o6j7g0OZ6u']","['Side A', 'Jun Reyes']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
7zedIdswcnY9eW6e4wImEs,Let the Pain Remain,42,305226,"['31oMMIBDMM2Z1RQO7u8irE', '74ZrVPO9hBg3o6j7g0OZ6u']","['Side A', 'Jun Reyes']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
5JZplXG5E1BFZvrjGQQ9dR,Hold on,0,274533,31oMMIBDMM2Z1RQO7u8irE,Side A,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
1mMuzbHbQIMHp2LC9cnIwE,Rainbow's End,0,282946,31oMMIBDMM2Z1RQO7u8irE,Side A,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
1mGqXQ83eyFpIGRXbQI11L,Each day with you,0,252080,4LTJwj8UNLy3ApvH7XUiiq,Martin Nievera,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
5Kidpm3UfdhJleriK6I1CE,Say that you love me,0,272546,4LTJwj8UNLy3ApvH7XUiiq,Martin Nievera,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4WpvEb2jf1P6T9duKqZkHK,Ikaw ang lahat sa akin,0,293733,4LTJwj8UNLy3ApvH7XUiiq,Martin Nievera,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6cmiHEHZDXrO5KPRxMGNtc,I Need You Back,0,213813,2tOIdpZFzB2c52UdHnj5LW,Raymond Lauchengco,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0RnPAeSnWthFztGiQVHFRv,Sana Ay Malaman Mo,0,337000,5uRUbTUQysRUR7PUy7pimM,Ric Segreto,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7n0KngHj0ieZxjzAmGYd6S,Give Me A Chance,0,196333,5uRUbTUQysRUR7PUy7pimM,Ric Segreto,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7K6971OI9Nohx0mqyKS321,Gaya Ng Dati,10,300628,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6NqT23B1ZgwQOUydgugQcS,Di Na Natuto,28,360373,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7EUCBzWMZO1fz2smnCVcCw,Narito,32,258995,0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6voLvE0VT6FE5RRg2Vc2aX,Akoy Sa'Yo,0,317813,1wOZrAWxddHrRnONyLCjsq,First Circle,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
1vR1SccQExdIStNalSI0a2,One Hello,0,214133,14JBboD1LaDlkSM0GsSa40,Pops Fernandez,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3nwzuzKNhSCdt8wbDPx2GM,Goodbye To Love,0,200400,14JBboD1LaDlkSM0GsSa40,Pops Fernandez,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
